gene_id	Gene names	type
ENSMUSG00000053044	Cd8b Cd8b1 Ly-3 Lyt-3 Lyt3	integral membrane
ENSMUSG00000053046	Brsk2 Kiaa4256 Sada	nucleus
ENSMUSG00000053070	Cfap300	cytoplasm
ENSMUSG00000053093	Myh7	cytoplasm
ENSMUSG00000053094	Tmem248	integral membrane
ENSMUSG00000053101	Gpr141 Pgr13	integral membrane
ENSMUSG00000053110	Yap1 Yap Yap65	nucleus
ENSMUSG00000053111	Fank1	nucleus
ENSMUSG00000053113	Socs3 Cis3 Cish3	cytoplasm
ENSMUSG00000053128	Rnf26	integral membrane
ENSMUSG00000053129	Gsx1 Gsh-1 Gsh1	nucleus
ENSMUSG00000053134	Supt7l	nucleus
ENSMUSG00000053137	Mapk11 Prkm11	nucleus
ENSMUSG00000053153	Spag16 Pf20	nucleus
ENSMUSG00000053158	Fes Fps	cytoplasm
ENSMUSG00000053164	Gpr21	integral membrane
ENSMUSG00000053166	Cdh22	integral membrane
ENSMUSG00000053175	Bcl3	nucleus
ENSMUSG00000053184	Spaca3 Lyc3 Lyzl3 Sllp1	integral membrane
ENSMUSG00000053192	Mllt11 Af1q	cytoplasm
ENSMUSG00000053198	Prx	nucleus
ENSMUSG00000053205	Styx	nucleus
ENSMUSG00000053211	Zfy1 Zfy-1	nucleus
ENSMUSG00000053216	Btn2a2	integral membrane
ENSMUSG00000053279	Aldh1a1 Ahd-2 Ahd2 Aldh1	nucleus
ENSMUSG00000053287	Olfr1013 Mor213-2	integral membrane
ENSMUSG00000053289	Ddx10	nucleus
ENSMUSG00000053293	Pom121 Nup121	integral membrane
ENSMUSG00000053310	Nrgn	nucleus
ENSMUSG00000053317	Sec61b	integral membrane
ENSMUSG00000053333	Dis3l2	cytoplasm
ENSMUSG00000053338	Tarm1 Gm9904	integral membrane
ENSMUSG00000053388	Trim50	cytoplasm
ENSMUSG00000053389	Tas2r107 T2r4 T2r43	integral membrane
ENSMUSG00000053411	Cbx7 D15Ertd417e	nucleus
ENSMUSG00000053414	Hunk Makv	nucleus
ENSMUSG00000053436	Mapk14 Crk1 Csbp1 Csbp2	nucleus
ENSMUSG00000053453	Thoc7 Nif3l1bp1	nucleus
ENSMUSG00000053460	Ggcx	integral membrane
ENSMUSG00000053465	Hs6st3	integral membrane
ENSMUSG00000053470	Kdm3a Jhdm2a Jmjd1a Kiaa0742	nucleus
ENSMUSG00000053477	Tcf4 Itf2 Sef2	nucleus
ENSMUSG00000053490	Trim60 2czf45 Rnf33	cytoplasm
ENSMUSG00000053519	Kcnip1 Kchip1	cytoplasm
ENSMUSG00000053552	Ebf4 Coe4	nucleus
ENSMUSG00000053559	Smagp	integral membrane
ENSMUSG00000053560	Ier2	nucleus
ENSMUSG00000053565	Eif3k Eif3s12	nucleus
ENSMUSG00000053581	Zfand2a Airap	nucleus
ENSMUSG00000053593	Fate1 Fate	integral membrane
ENSMUSG00000053617	Sh3pxd2a Fish Sh3md1 Tks5	cytoplasm
ENSMUSG00000053644	Aldh7a1 Ald7a1	nucleus
ENSMUSG00000053647	Gper1 Cmkrl2 Gper Gpr30	integral membrane
ENSMUSG00000053654	Krt42 Ka22	cytoplasm
ENSMUSG00000053675	Tgm5	cytoplasm
ENSMUSG00000053693	Mast1 Kiaa0973 Sast	cytoplasm
ENSMUSG00000053716	Dusp7	cytoplasm
ENSMUSG00000053730	Tmem39b	integral membrane
ENSMUSG00000053747	Sox14 Sox-14	nucleus
ENSMUSG00000053754	Chd8 Kiaa1564	nucleus
ENSMUSG00000053768	Chchd3 Mic19	nucleus
ENSMUSG00000053801	Grwd1 A301	nucleus
ENSMUSG00000053819	Camk2d Kiaa4163	nucleus
ENSMUSG00000053838	Nudcd3 Kiaa1068	cytoplasm
ENSMUSG00000053841	Txlna Txln	cytoplasm
ENSMUSG00000053862	Slc51b Ostb	integral membrane
ENSMUSG00000053870	Fpgt	cytoplasm
ENSMUSG00000053886	Sh2d4a	cytoplasm
ENSMUSG00000053914	Kdm4d Jhdm3d Jmjd2d	nucleus
ENSMUSG00000053929	Cyhr1 Chrp Kiaa0496	cytoplasm
ENSMUSG00000053950	Adnp2 Kiaa0863 Zfp508 Znf508	nucleus
ENSMUSG00000053963	Stum	integral membrane
ENSMUSG00000053977	Cd8a Lyt-2 Lyt2	integral membrane
ENSMUSG00000053985	Zfp14 Kiaa1559 Krox-9 Zfp-14	nucleus
ENSMUSG00000054003	Tdrd9	nucleus
ENSMUSG00000054008	Ndst1	integral membrane
ENSMUSG00000054013	Tmem179	integral membrane
ENSMUSG00000054021	Sirt5 Sir2l5	nucleus
ENSMUSG00000054034	Tceal5	nucleus
ENSMUSG00000054051	Ercc6 Csb	nucleus
ENSMUSG00000054065	Pkp3	nucleus
ENSMUSG00000054079	Utp18 Wdr50	nucleus
ENSMUSG00000054091		integral membrane
ENSMUSG00000054099	Slc25a40	integral membrane
ENSMUSG00000054115	Skp2	nucleus
ENSMUSG00000054134	Umodl1	integral membrane
ENSMUSG00000054141	Olfr24 Mor132-1	integral membrane
ENSMUSG00000054150	Syne3	integral membrane
ENSMUSG00000054160	Nkx2-4 Nkx2d	nucleus
ENSMUSG00000054196	Cthrc1	cytoplasm
ENSMUSG00000054203	Ifi205a Ifi205	nucleus
ENSMUSG00000054226	Tprkb	nucleus
ENSMUSG00000054236	Olfr481 Mor204-2	integral membrane
ENSMUSG00000054237	Fra10ac1	nucleus
ENSMUSG00000054256	Msi1 Msi1h	nucleus
ENSMUSG00000054263	Lifr	integral membrane
ENSMUSG00000054272	Zscan4c Gm397	nucleus
ENSMUSG00000054302	Eapp	nucleus
ENSMUSG00000054360	Bsx	nucleus
ENSMUSG00000054364	Rhob Arhb	nucleus
ENSMUSG00000054383	Pnma1 Ma1	cytoplasm
ENSMUSG00000054385	Ceacam2 Bgp2	integral membrane
ENSMUSG00000054387	Mdm4 Mdmx	nucleus
ENSMUSG00000054400	Cklf	integral membrane
ENSMUSG00000054404	Slfn5	nucleus
ENSMUSG00000054405	Dnajc8	nucleus
ENSMUSG00000054408	Spcs3	integral membrane
ENSMUSG00000054409	Tmem74	integral membrane
ENSMUSG00000054414	Slc30a7 Znt7 Zntl2	integral membrane
ENSMUSG00000054422	Fabp1 Fabpl	nucleus
ENSMUSG00000054434	Tmem120b	integral membrane
ENSMUSG00000054452	Tle5 Aes Esp1 Grg Grg5	nucleus
ENSMUSG00000054469	Lclat1 Agpat8 Alcat1 Gm91 Lycat	integral membrane
ENSMUSG00000054477	Kcnn2 Sk2	integral membrane
ENSMUSG00000054484	Tmem62	integral membrane
ENSMUSG00000054497	Tas2r7 Tas2r130 Tas2r6	integral membrane
ENSMUSG00000054499	Dedd2 Flame3	nucleus
ENSMUSG00000054509	Parp4 Kiaa0177	nucleus
ENSMUSG00000054545	Ugt1a6 Ugt1 Ugt1a6a Ugt1a7	integral membrane
ENSMUSG00000054555	Adam12 Mltna	integral membrane
ENSMUSG00000054568	Usp17la Dub-1 Dub1	nucleus
ENSMUSG00000054580	Pla2r1 Pla2g1br	integral membrane
ENSMUSG00000054594	Oscar	integral membrane
ENSMUSG00000054604	Cggbp1	nucleus
ENSMUSG00000054612	Mgmt	nucleus
ENSMUSG00000054662	Ano9 Tmem16j	integral membrane
ENSMUSG00000054666	Olfr63 Mor267-1	integral membrane
ENSMUSG00000054675	Tmem119	integral membrane
ENSMUSG00000054690	Emcn Muc14	integral membrane
ENSMUSG00000054693	Adam10 Kuz Madm	nucleus
ENSMUSG00000054716	Znf771 Zfp771	nucleus
ENSMUSG00000054717	Hmgb2 Hmg2	nucleus
ENSMUSG00000054720	Lrrc8c Ad158 Fad158	cytoplasm
ENSMUSG00000054723	Vmac	cytoplasm
ENSMUSG00000054728	Phactr1	nucleus
ENSMUSG00000054733	Msra	cytoplasm
ENSMUSG00000054766	Set	nucleus
ENSMUSG00000054793	Cadm4 Igsf4c Necl4 Tsll2	integral membrane
ENSMUSG00000054808	Actn4	nucleus
ENSMUSG00000054814	Usp46	nucleus
ENSMUSG00000054823	Nsd3 Whsc1l1	nucleus
ENSMUSG00000054827	Cyp2c50	cytoplasm
ENSMUSG00000054836	Elp6 Tmem103	nucleus
ENSMUSG00000054843	Atrnl1 Alp Atrnl Kiaa0534	integral membrane
ENSMUSG00000054863	Tafa5 Fam19a5	nucleus
ENSMUSG00000054874	Pcnx3 Pcnxl3	integral membrane
ENSMUSG00000054889	Dsp	cytoplasm
ENSMUSG00000054892	Txk Rlk	nucleus
ENSMUSG00000054893	Znf667 Mip1 Zfp667	nucleus
ENSMUSG00000054894	Dmac2l Atp5s Atpw	cytoplasm
ENSMUSG00000054932	Afp	cytoplasm
ENSMUSG00000054966	Lmntd1 Ifltd1 Lmna-rs1	nucleus
ENSMUSG00000054967	Znf250 Zfp647 Znf647	nucleus
ENSMUSG00000054988	Agtr1b	integral membrane
ENSMUSG00000054999	Naaladl1 Gm964 Naaladasel	integral membrane
ENSMUSG00000055003	Lrtm2	integral membrane
ENSMUSG00000055013	Agap1 Centg2 Kiaa1099	nucleus
ENSMUSG00000055024	Ep300 P300	nucleus
ENSMUSG00000055027	Smyd1 Bop	nucleus
ENSMUSG00000055030	Sprr2e	cytoplasm
ENSMUSG00000055044	Pdlim1 Clim1	cytoplasm
ENSMUSG00000055053	Nfic	nucleus
ENSMUSG00000055065	Ddx17	nucleus
ENSMUSG00000055067	Smyd3 Zmynd1	nucleus
ENSMUSG00000055116	Arntl Bmal1	nucleus
ENSMUSG00000055148	Klf2 Lklf	nucleus
ENSMUSG00000055170	Ifng	cytoplasm
ENSMUSG00000055194	Actbl2	cytoplasm
ENSMUSG00000055197	Fev Pet1	nucleus
ENSMUSG00000055200	Sertad3 Rbt1	nucleus
ENSMUSG00000055204	Ankrd17 Foe Gtar Kiaa0697	nucleus
ENSMUSG00000055210	Foxd2 Mf2	nucleus
ENSMUSG00000055214	Pld5	integral membrane
ENSMUSG00000055254	Ntrk2 Trkb	cytoplasm
ENSMUSG00000055296	Tmem245	integral membrane
ENSMUSG00000055305	Znf235 Zfp93	nucleus
ENSMUSG00000055333	Fat2 Fath2 Kiaa0811	integral membrane
ENSMUSG00000055334	Snupn Rnut1	nucleus
ENSMUSG00000055371	Stam2 Hbp	cytoplasm
ENSMUSG00000055373	Fut9	integral membrane
ENSMUSG00000055401	Fbxo6 Fbs2 Fbxo6b	cytoplasm
ENSMUSG00000055409	Nell1	cytoplasm
ENSMUSG00000055430	Nap1l5 MNCb-0385	nucleus
ENSMUSG00000055435	Maf Maf2	nucleus
ENSMUSG00000055480	Znf728 Zfp458	nucleus
ENSMUSG00000055489	Ano5 Gdd1 Tmem16e	integral membrane
ENSMUSG00000055491	Pprc1 Kiaa0595	nucleus
ENSMUSG00000055493	Epm2a	nucleus
ENSMUSG00000055523	Gucy2g	integral membrane
ENSMUSG00000055531	Cpsf6	nucleus
ENSMUSG00000055541	Lair1	integral membrane
ENSMUSG00000055546	Timd4 Tim4	integral membrane
ENSMUSG00000055612	Cdca7	nucleus
ENSMUSG00000055629	B4galnt4	integral membrane
ENSMUSG00000055633	Znf580 Zfp580	nucleus
ENSMUSG00000055639	Dach1 Dach	nucleus
ENSMUSG00000055652	Klhl25 Enc2	cytoplasm
ENSMUSG00000055660	Mettl4	nucleus
ENSMUSG00000055691	Gja6	integral membrane
ENSMUSG00000055692	Tmem191c MNCb-4137	integral membrane
ENSMUSG00000055717	Slain1	cytoplasm
ENSMUSG00000055725	Paqr3	integral membrane
ENSMUSG00000055733	Nap1l3 Mb20	nucleus
ENSMUSG00000055737	Ghr	integral membrane
ENSMUSG00000055748	Gsdmc4	integral membrane
ENSMUSG00000055760	Gemin6	cytoplasm
ENSMUSG00000055761	Nkain3 Fam77d	integral membrane
ENSMUSG00000055775	Myh8 Myhsp	cytoplasm
ENSMUSG00000055780	Usp26	nucleus
ENSMUSG00000055809	Dnaaf3	cytoplasm
ENSMUSG00000055817	Mta3	nucleus
ENSMUSG00000055827	Gsdmc3	integral membrane
ENSMUSG00000055850	Rnf181	cytoplasm
ENSMUSG00000055891	Ubl4b	cytoplasm
ENSMUSG00000055900	Tmem69	integral membrane
ENSMUSG00000055912	Tmem150a Tmem150	integral membrane
ENSMUSG00000055926	Gm14137	cytoplasm
ENSMUSG00000055932	Fto Kiaa1752	nucleus
ENSMUSG00000055937	Krt28 Krt25d	cytoplasm
ENSMUSG00000055943	Emc7 Orf3	integral membrane
ENSMUSG00000055960	Skint4	integral membrane
ENSMUSG00000055963	Triqk Gm11818	integral membrane
ENSMUSG00000055976	Cldn23	integral membrane
ENSMUSG00000055978	Fut2 Sec2	integral membrane
ENSMUSG00000055991	Zkscan5 Zfp95	nucleus
ENSMUSG00000055994	Nod2 Card15	cytoplasm
ENSMUSG00000056004	Elapor2 Eig121l	integral membrane
ENSMUSG00000056043	Rgs9bp R9ap	integral membrane
ENSMUSG00000056069	Otulinl Fam105a	cytoplasm
ENSMUSG00000056071	S100a9 Cagb Mrp14	nucleus
ENSMUSG00000056091	St3gal5 GM3S Siat9	integral membrane
ENSMUSG00000056115	Tas2r134 Tas2r34	integral membrane
ENSMUSG00000056121	Fez2	cytoplasm
ENSMUSG00000056124	B4galt6	integral membrane
ENSMUSG00000056155	Nanos3 Nos3	nucleus
ENSMUSG00000056167	Cnot10	nucleus
ENSMUSG00000056201	Cfl1	cytoplasm
ENSMUSG00000056209	Npm3	cytoplasm
ENSMUSG00000056214	Pard6g Par6g	nucleus
ENSMUSG00000056216	Cebpg	nucleus
ENSMUSG00000056220	Pla2g4a Cpla2 Pla2g4	nucleus
ENSMUSG00000056223	Spata31 Aep1 Vad1.3	integral membrane
ENSMUSG00000056258	Kcnq3	integral membrane
ENSMUSG00000056267	Cep70	cytoplasm
ENSMUSG00000056271	Lman1l Ergl	integral membrane
ENSMUSG00000056293	Gsdmc2	integral membrane
ENSMUSG00000056305	Usp39	nucleus
ENSMUSG00000056306	Sertm1	integral membrane
ENSMUSG00000056313	Tcim Tc1	nucleus
ENSMUSG00000056342	Usp34 Kiaa0570 Murr2	nucleus
ENSMUSG00000056367	Actr3b	cytoplasm
ENSMUSG00000056379	Taar1 Ta1 Tar1 Trar1	integral membrane
ENSMUSG00000056380	Gpr50	integral membrane
ENSMUSG00000056426	Nat3 Aac3	cytoplasm
ENSMUSG00000056429	Tgoln1 Ttgn1	integral membrane
ENSMUSG00000056458	Mok Rage Stk30	nucleus
ENSMUSG00000056481	Cd248 Tem1	integral membrane
ENSMUSG00000056492	Adgrf5 Gpr116	integral membrane
ENSMUSG00000056493	Foxk1 Mnf	nucleus
ENSMUSG00000056498	Tmem154	integral membrane
ENSMUSG00000056501	Cebpb	nucleus
ENSMUSG00000056529	Ptafr	integral membrane
ENSMUSG00000056537	Rlim Rnf12	nucleus
ENSMUSG00000056553	Ptprn2	cytoplasm
ENSMUSG00000056596	Trnp1 Trnp	nucleus
ENSMUSG00000056598	Drc3 Lrrc48	cytoplasm
ENSMUSG00000056612	Ppp1r14b Png	cytoplasm
ENSMUSG00000056648	Hoxb8 Hox-2.4 Hoxb-8	nucleus
ENSMUSG00000056679	Gpr173 Sreb3	integral membrane
ENSMUSG00000056692	Ilrun D17Wsu92e	nucleus
ENSMUSG00000056698	Elmod3 Rbed1	cytoplasm
ENSMUSG00000056708	Ier5	nucleus
ENSMUSG00000056749	Nfil3 E4bp4	nucleus
ENSMUSG00000056755	Grm7 Gprc1g Mglur7	integral membrane
ENSMUSG00000056758	Hmga2 Hmgic	nucleus
ENSMUSG00000056763	Cspp1 Cspp	cytoplasm
ENSMUSG00000056770	Setd3 D12Ertd771e	nucleus
ENSMUSG00000056812	St8sia3 Siat8c	integral membrane
ENSMUSG00000056820	Tsnax Trax	nucleus
ENSMUSG00000056829	Foxb2 Fkh4	nucleus
ENSMUSG00000056851	Pcbp2 Cbp Hnrnpx Hnrpx	nucleus
ENSMUSG00000056854	Pou3f4 Brn-4 Brn4 Otf9	nucleus
ENSMUSG00000056870	Gulp1 Ced6	cytoplasm
ENSMUSG00000056888	Glipr1	integral membrane
ENSMUSG00000056895	Hist3h2ba	nucleus
ENSMUSG00000056899	Immp2l	integral membrane
ENSMUSG00000056900	Usp13	nucleus
ENSMUSG00000056919	Cep162 Kiaa1009 Qn1	nucleus
ENSMUSG00000056926	Tas2r113 T2r58	integral membrane
ENSMUSG00000056947	Mab21l1 Mab21	nucleus
ENSMUSG00000056962	Jmjd6 Kiaa0585 Ptdsr	nucleus
ENSMUSG00000056966	Gjc3 Cx29 Gje1	integral membrane
ENSMUSG00000056972	Magel2	nucleus
ENSMUSG00000056973	Ces1d Ces1 Ces3	cytoplasm
ENSMUSG00000057054	Inca1	nucleus
ENSMUSG00000057058	Skap1 Scap1	cytoplasm
ENSMUSG00000057060	Slc35f3	integral membrane
ENSMUSG00000057074	Ces1 Ces1g	cytoplasm
ENSMUSG00000057092	Fxyd3 Mat8 Plml	integral membrane
ENSMUSG00000057098	Ebf1 Coe1 Ebf	nucleus
ENSMUSG00000057103	Cml1	integral membrane
ENSMUSG00000057113	Npm1	nucleus
ENSMUSG00000057130	Txnl4a Dim1 Txnl4	nucleus
ENSMUSG00000057135	Scimp	integral membrane
ENSMUSG00000057137	Tmem140	integral membrane
ENSMUSG00000057173	Rfx8	nucleus
ENSMUSG00000057177	Gsk3a	nucleus
ENSMUSG00000057182	Scn3a	cytoplasm
ENSMUSG00000057193	Slc44a2 Ctl2	integral membrane
ENSMUSG00000057230	Aak1 Kiaa1048	cytoplasm
ENSMUSG00000057236	Rbbp4 Rbap48	nucleus
ENSMUSG00000057240	Ms4a13	integral membrane
ENSMUSG00000057265	Bbof1 Ccdc176	cytoplasm
ENSMUSG00000057278	Snrpg	nucleus
ENSMUSG00000057286	St6galnac2 Siat7 Siat7b	integral membrane
ENSMUSG00000057315	Arhgap24	cytoplasm
ENSMUSG00000057321	Usp17ld Dub2a	nucleus
ENSMUSG00000057329	Bcl2 Bcl-2	nucleus
ENSMUSG00000057337	Chst3 C6st Gst0	integral membrane
ENSMUSG00000057342	Sphk2	nucleus
ENSMUSG00000057363	Uxs1	integral membrane
ENSMUSG00000057367	Birc2	nucleus
ENSMUSG00000057375	Yipf1	integral membrane
ENSMUSG00000057378	Ryr3	integral membrane
ENSMUSG00000057381	Tas2r123 T2r55 Tas2r23	integral membrane
ENSMUSG00000057406	Nsd2 Kiaa1090 Whsc1	nucleus
ENSMUSG00000057411	Antkmt Fam173a	integral membrane
ENSMUSG00000057454	Lypd3 C4.4a	integral membrane
ENSMUSG00000057455	Rit2 Rin Roc2	nucleus
ENSMUSG00000057457	Phex Hyp Pex	integral membrane
ENSMUSG00000057469	E2f6	nucleus
ENSMUSG00000057497	Fam136a	cytoplasm
ENSMUSG00000057506	Bloc1s2 Blos2	nucleus
ENSMUSG00000057522	Spop Pcif1	nucleus
ENSMUSG00000057530	Ece1	integral membrane
ENSMUSG00000057531	Dtnbp1 Bloc1s8 Sdy	nucleus
ENSMUSG00000057541	Pus7 Kiaa1897	nucleus
ENSMUSG00000057554	Lgals8	cytoplasm
ENSMUSG00000057592	Vmn1r48 V1ra3 V1ra6	integral membrane
ENSMUSG00000057604	Lmcd1	nucleus
ENSMUSG00000057614	Gnai1 Gnai-1	nucleus
ENSMUSG00000057649	Brd9	nucleus
ENSMUSG00000057666	Gapdh Gapd	nucleus
ENSMUSG00000057667	Bloc1s3 Blos3 Rp	cytoplasm
ENSMUSG00000057672	Pkn1 Pkn Prk1 Prkcl1	nucleus
ENSMUSG00000057691	Znf746 Zfp746	cytoplasm
ENSMUSG00000057719	Sh3rf2 Posh3 Ppp1r39 Rnf158	nucleus
ENSMUSG00000057754	Tas2r106 T2r44	integral membrane
ENSMUSG00000057762	Plp2	integral membrane
ENSMUSG00000057777	Mab21l2	nucleus
ENSMUSG00000057788	Ddx49	nucleus
ENSMUSG00000057816	Cfap299	nucleus
ENSMUSG00000057894	Znf329 Zfp329	nucleus
ENSMUSG00000057897	Camk2b Camk2d	cytoplasm
ENSMUSG00000057899	Adgrf2 Gpr111 Pgr20	integral membrane
ENSMUSG00000057963	Itpk1	cytoplasm
ENSMUSG00000057967	Fgf18	nucleus
ENSMUSG00000057977	Skint11	integral membrane
ENSMUSG00000057982	Zfp809	nucleus
ENSMUSG00000058005	Tdpoz3	nucleus
ENSMUSG00000058014	Olfr502 Mor204-8	integral membrane
ENSMUSG00000058022	Adtrp	integral membrane
ENSMUSG00000058056	Palld Kiaa0992	nucleus
ENSMUSG00000058063	Trim31	cytoplasm
ENSMUSG00000058076	Sdhc	integral membrane
ENSMUSG00000058099	Nfam1 Cnaip	integral membrane
ENSMUSG00000058152	Chsy3 Chsy2 Css3 Kiaa4168	integral membrane
ENSMUSG00000058153	Sez6l Aig1l Kiaa0927	integral membrane
ENSMUSG00000058173	Smco4 Fn5	integral membrane
ENSMUSG00000058230	Arhgap35 Grlf1 Kiaa1722 P190A p190ARHOGAP	nucleus
ENSMUSG00000058239	Usf2	nucleus
ENSMUSG00000058250	Tas2r38 T2r31 Tas2r138	integral membrane
ENSMUSG00000058290	Espl1 Esp1 Kiaa0165	nucleus
ENSMUSG00000058298	Mcm9 Mcmdc1	nucleus
ENSMUSG00000058301	Upf1 Rent1	nucleus
ENSMUSG00000058317	Ube2e2	nucleus
ENSMUSG00000058325	Dock1	cytoplasm
ENSMUSG00000058349	Tas2r117 T2r54	integral membrane
ENSMUSG00000058351	Smim4	integral membrane
ENSMUSG00000058355	Abce1 Rli	cytoplasm
ENSMUSG00000058388	Phtf1 Phtf	integral membrane
ENSMUSG00000058392	Rrp1b	nucleus
ENSMUSG00000058398	Prss43 Tessp3	integral membrane
ENSMUSG00000058407	Txndc9 Apacd	nucleus
ENSMUSG00000058440	Nrf1	nucleus
ENSMUSG00000058441	Panx2	integral membrane
ENSMUSG00000058443	Rpl10 Qm	nucleus
ENSMUSG00000058444	Map2k5 Mek5 Mkk5 Prkmk5	nucleus
ENSMUSG00000058446	Znrf2	cytoplasm
ENSMUSG00000058488	Kl	integral membrane
ENSMUSG00000058499	Pip	nucleus
ENSMUSG00000058523	Mup5 Mup18	nucleus
ENSMUSG00000058546	Rpl23a	nucleus
ENSMUSG00000058550	Dppa4	nucleus
ENSMUSG00000058558	Rpl5	nucleus
ENSMUSG00000058569	Tmed9 Gp25l2	integral membrane
ENSMUSG00000058594	Fbh1 Fbx18 Fbxo18	nucleus
ENSMUSG00000058600	Rpl30	nucleus
ENSMUSG00000058626	Capn11	cytoplasm
ENSMUSG00000058665	En1 En-1	nucleus
ENSMUSG00000058669	Nkx2-8 Nkx-2.9 Nkx2-9 Nkx2h	nucleus
ENSMUSG00000058672	Tubb2a Tubb2	cytoplasm
ENSMUSG00000058690	Ccser2 Fam190b Gcap14 Kiaa1128	cytoplasm
ENSMUSG00000058709	Egln2	nucleus
ENSMUSG00000058740	Kcnt1 Kiaa1422	integral membrane
ENSMUSG00000058743	Kcnj14 Irk4	integral membrane
ENSMUSG00000058756	Thra C-erba-alpha Nr1a1	nucleus
ENSMUSG00000058761	Rnf169 Kiaa1991	nucleus
ENSMUSG00000058773	H1-5 H1f5 Hist1h1b	nucleus
ENSMUSG00000058793	Cds2	integral membrane
ENSMUSG00000058799	Nap1l1 Nrp	nucleus
ENSMUSG00000058806	Col13a1	integral membrane
ENSMUSG00000058818	Lilrb3 Pirb	integral membrane
ENSMUSG00000058820	Olfr146 Mor171-10 Olfr7	integral membrane
ENSMUSG00000058835	Abi1 Ssh3bp1	nucleus
ENSMUSG00000058881	Znf516 Kiaa0222 Zfp516	nucleus
ENSMUSG00000058886	Deaf1	nucleus
ENSMUSG00000058921	Slc10a5 Gm405	integral membrane
ENSMUSG00000058927	Cycs	nucleus
ENSMUSG00000058952	Cfi If	nucleus
ENSMUSG00000058966	Tlcd3b Fam57b	integral membrane
ENSMUSG00000058975	Kcnc1	integral membrane
ENSMUSG00000058976	Usp17lc DUB-2 Dub2 Usp17l5	nucleus
ENSMUSG00000058997	Vwa8 Kiaa0564	cytoplasm
ENSMUSG00000059005	Hnrnpa3 Hnrpa3	nucleus
ENSMUSG00000059013	Sh2d3c Chat Shep1	cytoplasm
ENSMUSG00000059031	Olfr482 Mor204-14	integral membrane
ENSMUSG00000059040	Eno1 Eno-1	cytoplasm
ENSMUSG00000059043	Olfr15 Mor256-17	integral membrane
ENSMUSG00000059049	Frem1	integral membrane
ENSMUSG00000059119	Nap1l4	nucleus
ENSMUSG00000059146	Ntrk3 TrkC	cytoplasm
ENSMUSG00000059149	Mfsd4a Mfsd4	integral membrane
ENSMUSG00000059173	Pde1a	nucleus
ENSMUSG00000059182	Skap2 Prap Ra70 Saps Scap2 Skap55r	cytoplasm
ENSMUSG00000059201	Lep Ob	cytoplasm
ENSMUSG00000059203	Il1rapl2	integral membrane
ENSMUSG00000059208	Hnrnpm Hnrpm	nucleus
ENSMUSG00000059213	Ddn Gm748 Kiaa0749	nucleus
ENSMUSG00000059246	Foxb1 Fkh5 Foxb1a Foxb1b Mf3	nucleus
ENSMUSG00000059256	Gzmd	cytoplasm
ENSMUSG00000059263	Usp47	nucleus
ENSMUSG00000059278	Naa38 Lsmd1	nucleus
ENSMUSG00000059288	Cdyl	nucleus
ENSMUSG00000059291	Rpl11	cytoplasm
ENSMUSG00000059316	Slc27a4 Acsvl4 Fatp4	integral membrane
ENSMUSG00000059325	Hopx Hod Hop Ob1	nucleus
ENSMUSG00000059326	Csf2ra Csfgmra	integral membrane
ENSMUSG00000059334	Zfp36l3	integral membrane
ENSMUSG00000059336	Slc14a1	integral membrane
ENSMUSG00000059355	Wdr83os	integral membrane
ENSMUSG00000059361	Nrsn2 Gm123	integral membrane
ENSMUSG00000059382	Tas2r120 T2r47	integral membrane
ENSMUSG00000059383	Gfral Gral	integral membrane
ENSMUSG00000059395	Nkapl	nucleus
ENSMUSG00000059408	Mrgprh Gpr90 Mrgh	integral membrane
ENSMUSG00000059410	Tas2r125 T2r59	integral membrane
ENSMUSG00000059430	Actg2 Acta3 Actsg	cytoplasm
ENSMUSG00000059434	Gckr	nucleus
ENSMUSG00000059436	Max Myn	nucleus
ENSMUSG00000059439	Bcas3	nucleus
ENSMUSG00000059456	Ptk2b Fak2 Pyk2 Raftk	nucleus
ENSMUSG00000059474	Mbtd1	nucleus
ENSMUSG00000059475	Znf426 Kiaa4237 Zfp426	nucleus
ENSMUSG00000059479	B3gnt8 B3galt7	integral membrane
ENSMUSG00000059482		cytoplasm
ENSMUSG00000059495	Arhgef12 Kiaa0382 Larg	cytoplasm
ENSMUSG00000059518	Znhit1	nucleus
ENSMUSG00000059534	Uqcr10	integral membrane
ENSMUSG00000059552	Tp53 P53 Trp53	nucleus
ENSMUSG00000059555	Tor4a	integral membrane
ENSMUSG00000059586	Nsmce2 Mms21	nucleus
ENSMUSG00000059588	Calcrl Crlr	cytoplasm
ENSMUSG00000059625	Sohlh1 Gm110 Tohlh1	nucleus
ENSMUSG00000059674	Cdh24	integral membrane
ENSMUSG00000059689	Znf32 Zfp637	nucleus
ENSMUSG00000059713	Rcan3 Dscr1l2	nucleus
ENSMUSG00000059743	Fdps	cytoplasm
ENSMUSG00000059763	Taar2 Gm225 Gpr58	integral membrane
ENSMUSG00000059791	Nrm	integral membrane
ENSMUSG00000059796	Eif4a1 Ddx2a Eif4a	cytoplasm
ENSMUSG00000059810	Rgs3	nucleus
ENSMUSG00000059811	Atl2 Arl6ip2	integral membrane
ENSMUSG00000059816	Shisal2a Fam159a	integral membrane
ENSMUSG00000059824	Dbp	nucleus
ENSMUSG00000059832	Kprp	cytoplasm
ENSMUSG00000059851	Kmt5c Suv420h2	nucleus
ENSMUSG00000059866	Tnip2 Abin2	cytoplasm
